0,1,2,3,4,5,6,7,8
10.0,3.0,1.0,0.0,0.0,9829.648,2.0,1.0,30.0
7.0,3.0,1.0,0.0,0.0,11058.355,2.0,1.0,30.0
5.0,3.0,1.0,0.0,0.0,10014.648,2.0,1.0,30.0
52.0,3.0,1.0,0.0,0.0,5011.527,2.0,1.0,30.0
13.0,3.0,1.0,0.0,0.0,7671.648,2.0,1.0,30.0
15.0,3.0,1.0,0.0,0.0,6793.184,2.0,1.0,30.0
12.0,3.0,1.0,0.0,0.0,5510.648,2.0,1.0,30.0
50.0,2.0,1.0,5207.062,36897.782,8102.477,2.0,1.0,31.0
53.0,2.0,1.0,6146.113,31431.075,9133.477,2.0,1.0,31.0
4.0,2.0,1.0,5261.113,35000.125,9782.648,2.0,1.0,31.0
51.0,2.0,1.0,9101.648,40675.782,12319.77,2.0,1.0,31.0
14.0,2.0,1.0,10560.527,42236.882,9791.941,2.0,1.0,31.0
10.0,2.0,1.0,9931.648,38958.075,9829.648,2.0,1.0,31.0
7.0,2.0,1.0,5601.527,41590.832,11058.355,2.0,1.0,31.0
5.0,2.0,1.0,10137.941,41724.368,10014.648,2.0,1.0,31.0
52.0,2.0,1.0,7058.527,37776.246,5011.527,2.0,1.0,31.0
13.0,2.0,1.0,4738.527,45898.418,7671.648,2.0,1.0,31.0
15.0,2.0,1.0,4909.062,44825.731,6793.184,2.0,1.0,31.0
12.0,2.0,1.0,1946.527,40072.146,5510.648,2.0,1.0,31.0
6.0,1.0,1.0,7308.527,17032.125,7594.77,1.0,1.0,32.0
8.0,1.0,1.0,8238.82,19077.589,3787.648,1.0,1.0,32.0
9.0,1.0,1.0,9022.113,31618.296,6023.234,1.0,1.0,32.0
11.0,1.0,1.0,9311.82,37718.075,11386.305,1.0,1.0,32.0
16.0,1.0,1.0,9537.113,36520.246,12835.477,1.0,1.0,32.0
20.0,1.0,1.0,7357.991,38846.246,10359.891,1.0,1.0,32.0
22.0,1.0,1.0,8921.234,42445.953,9088.184,1.0,1.0,32.0
24.0,1.0,1.0,7254.698,44684.832,7807.062,1.0,1.0,32.0
18.0,1.0,1.0,7511.527,30605.832,5605.062,1.0,1.0,32.0
21.0,1.0,1.0,5762.82,42729.075,7524.527,1.0,1.0,32.0
23.0,1.0,1.0,8308.82,34667.711,8421.891,1.0,1.0,32.0
12.0,1.0,1.0,8056.698,40583.125,6415.527,1.0,1.0,32.0
6.0,3.0,1.0,0.0,0.0,7594.77,1.0,1.0,33.0
8.0,3.0,1.0,0.0,0.0,3787.648,1.0,1.0,33.0
9.0,3.0,1.0,0.0,0.0,6023.234,1.0,1.0,33.0
11.0,3.0,1.0,0.0,0.0,11386.305,1.0,1.0,33.0
16.0,3.0,1.0,0.0,0.0,12835.477,1.0,1.0,33.0
20.0,3.0,1.0,0.0,0.0,10359.891,1.0,1.0,33.0
22.0,3.0,1.0,0.0,0.0,9088.184,1.0,1.0,33.0
24.0,3.0,1.0,0.0,0.0,7807.062,1.0,1.0,33.0
18.0,3.0,1.0,0.0,0.0,5605.062,1.0,1.0,33.0
21.0,3.0,1.0,0.0,0.0,7524.527,1.0,1.0,33.0
23.0,3.0,1.0,0.0,0.0,8421.891,1.0,1.0,33.0
12.0,3.0,1.0,0.0,0.0,6415.527,1.0,1.0,33.0
6.0,2.0,1.0,7496.82,15192.004,7594.77,1.0,1.0,34.0
8.0,2.0,1.0,9036.113,22996.468,3787.648,1.0,1.0,34.0
9.0,2.0,1.0,8696.698,36503.125,6023.234,1.0,1.0,34.0
11.0,2.0,1.0,8002.456,37376.953,11386.305,1.0,1.0,34.0
16.0,2.0,1.0,6488.527,37263.075,12835.477,1.0,1.0,34.0
20.0,2.0,1.0,4952.406,39608.125,10359.891,1.0,1.0,34.0
22.0,2.0,1.0,5850.82,40903.953,9088.184,1.0,1.0,34.0
24.0,2.0,1.0,4876.284,39506.196,7807.062,1.0,1.0,34.0
18.0,2.0,1.0,5549.284,28735.66,5605.062,1.0,1.0,34.0
21.0,2.0,1.0,4940.941,38648.974,7524.527,1.0,1.0,34.0
23.0,2.0,1.0,10431.113,35500.66,8421.891,1.0,1.0,34.0
12.0,2.0,1.0,9101.527,44646.368,6415.527,1.0,1.0,34.0
6.0,1.0,1.0,11738.891,30277.296,12562.841,2.0,1.0,35.0
8.0,1.0,1.0,10722.77,29637.004,10153.891,2.0,1.0,35.0
9.0,1.0,1.0,7773.184,24632.125,7804.012,2.0,1.0,35.0
11.0,1.0,1.0,12319.355,33778.832,8706.355,2.0,1.0,35.0
16.0,1.0,1.0,11402.355,42548.539,10716.891,2.0,1.0,35.0
20.0,1.0,1.0,9276.184,33451.66,4505.598,2.0,1.0,35.0
22.0,1.0,1.0,12775.062,36499.539,4329.184,2.0,1.0,35.0
24.0,1.0,1.0,9786.891,34666.125,2312.648,2.0,1.0,35.0
18.0,1.0,1.0,8579.062,30123.66,2537.77,2.0,1.0,35.0
21.0,1.0,1.0,6391.062,29702.953,2443.113,2.0,1.0,35.0
23.0,1.0,1.0,9798.77,32100.711,3284.941,2.0,1.0,35.0
12.0,1.0,1.0,10798.941,40623.368,5337.305,2.0,1.0,35.0
6.0,3.0,1.0,14709.719,16968.225,12562.841,2.0,1.0,36.0
8.0,3.0,1.0,13420.184,23630.418,10153.891,2.0,1.0,36.0
9.0,3.0,1.0,13985.012,30007.125,7804.012,2.0,1.0,36.0
11.0,3.0,1.0,12802.062,39495.054,8706.355,2.0,1.0,36.0
16.0,3.0,1.0,10393.598,48915.589,10716.891,2.0,1.0,36.0
20.0,3.0,1.0,7886.305,42608.004,4505.598,2.0,1.0,36.0
22.0,3.0,1.0,9033.77,40466.418,4329.184,2.0,1.0,36.0
24.0,3.0,1.0,4866.648,35727.832,2312.648,2.0,1.0,36.0
18.0,3.0,1.0,2452.355,62888.179,2537.77,2.0,1.0,36.0
21.0,3.0,1.0,2561.184,19529.933,2443.113,2.0,1.0,36.0
23.0,3.0,1.0,4221.062,30335.368,3284.941,2.0,1.0,36.0
12.0,3.0,1.0,11635.497,20709.953,5337.305,2.0,1.0,36.0
6.0,2.0,1.0,7774.941,32906.589,12562.841,2.0,1.0,37.0
8.0,2.0,1.0,7128.234,31585.711,10153.891,2.0,1.0,37.0
9.0,2.0,1.0,4218.527,27934.66,7804.012,2.0,1.0,37.0
11.0,2.0,1.0,9269.234,35987.296,8706.355,2.0,1.0,37.0
16.0,2.0,1.0,11618.941,42843.711,10716.891,2.0,1.0,37.0
20.0,2.0,1.0,6591.527,32169.953,4505.598,2.0,1.0,37.0
22.0,2.0,1.0,8296.234,36334.711,4329.184,2.0,1.0,37.0
24.0,2.0,1.0,6277.527,35941.246,2312.648,2.0,1.0,37.0
18.0,2.0,1.0,5028.527,31342.246,2537.77,2.0,1.0,37.0
21.0,2.0,1.0,6063.527,28827.246,2443.113,2.0,1.0,37.0
23.0,2.0,1.0,8940.82,30881.761,3284.941,2.0,1.0,37.0
12.0,2.0,1.0,10150.355,38548.903,5337.305,2.0,1.0,37.0
17.0,1.0,1.0,9432.477,37420.246,9405.669,1.0,1.0,38.0
19.0,1.0,1.0,8415.648,41706.489,7658.184,1.0,1.0,38.0
27.0,1.0,1.0,5452.82,53739.953,6096.77,1.0,1.0,38.0
32.0,1.0,1.0,11013.82,45141.711,12937.598,1.0,1.0,38.0
25.0,1.0,1.0,8683.648,35521.296,6748.77,1.0,1.0,38.0
26.0,1.0,1.0,8780.527,42527.368,6545.648,1.0,1.0,38.0
28.0,1.0,1.0,6774.82,28720.296,7784.648,1.0,1.0,38.0
29.0,1.0,1.0,5621.406,33720.903,10271.598,1.0,1.0,38.0
31.0,1.0,1.0,10031.527,34690.832,7813.234,1.0,1.0,38.0
36.0,1.0,1.0,9151.941,40514.004,7805.648,1.0,1.0,38.0
37.0,1.0,1.0,9090.062,33903.125,12590.719,1.0,1.0,38.0
39.0,1.0,1.0,3981.113,21350.146,4077.941,1.0,1.0,38.0
17.0,3.0,1.0,10578.841,52651.731,9405.669,1.0,1.0,39.0
19.0,3.0,1.0,11830.305,49545.125,7658.184,1.0,1.0,39.0
27.0,3.0,1.0,9518.598,58242.731,6096.77,1.0,1.0,39.0
32.0,3.0,1.0,13277.77,55958.903,12937.598,1.0,1.0,39.0
25.0,3.0,1.0,8689.234,46581.125,6748.77,1.0,1.0,39.0
26.0,3.0,1.0,10113.355,48071.66,6545.648,1.0,1.0,39.0
28.0,3.0,1.0,7421.941,39267.711,7784.648,1.0,1.0,39.0
29.0,3.0,1.0,5950.355,36338.832,10271.598,1.0,1.0,39.0
31.0,3.0,1.0,6773.77,41808.246,7813.234,1.0,1.0,39.0
36.0,3.0,1.0,6375.648,39853.489,7805.648,1.0,1.0,39.0
37.0,3.0,1.0,6926.184,36993.196,12590.719,1.0,1.0,39.0
39.0,3.0,1.0,2612.477,29101.731,4077.941,1.0,1.0,39.0
17.0,2.0,1.0,3563.113,42430.903,9405.669,1.0,1.0,40.0
19.0,2.0,1.0,3492.749,42217.589,7658.184,1.0,1.0,40.0
27.0,2.0,1.0,4266.234,55252.075,6096.77,1.0,1.0,40.0
32.0,2.0,1.0,8852.941,49874.953,12937.598,1.0,1.0,40.0
25.0,2.0,1.0,8311.82,42042.246,6748.77,1.0,1.0,40.0
26.0,2.0,1.0,7437.234,45655.246,6545.648,1.0,1.0,40.0
28.0,2.0,1.0,5633.991,32376.761,7784.648,1.0,1.0,40.0
29.0,2.0,1.0,4153.527,32961.196,10271.598,1.0,1.0,40.0
31.0,2.0,1.0,8038.527,36497.66,7813.234,1.0,1.0,40.0
36.0,2.0,1.0,7949.113,37660.125,7805.648,1.0,1.0,40.0
37.0,2.0,1.0,12052.77,32980.539,12590.719,1.0,1.0,40.0
39.0,2.0,1.0,1984.042,21527.61,4077.941,1.0,1.0,40.0
17.0,1.0,1.0,8317.648,32300.075,5274.305,2.0,1.0,41.0
19.0,1.0,1.0,10628.234,38709.075,8189.77,2.0,1.0,41.0
27.0,1.0,1.0,10991.355,43888.368,5568.77,2.0,1.0,41.0
32.0,1.0,1.0,11414.527,47472.296,12882.062,2.0,1.0,41.0
25.0,1.0,1.0,8595.527,42941.832,6038.062,2.0,1.0,41.0
26.0,1.0,1.0,11138.527,48720.175,7717.355,2.0,1.0,41.0
28.0,1.0,1.0,9652.234,47117.832,5665.477,2.0,1.0,41.0
29.0,1.0,1.0,9776.234,51190.782,7879.184,2.0,1.0,41.0
31.0,1.0,1.0,7694.527,40318.418,8173.941,2.0,1.0,41.0
36.0,1.0,1.0,7618.406,29095.882,6704.355,2.0,1.0,41.0
37.0,1.0,1.0,8002.82,38031.004,9506.477,2.0,1.0,41.0
39.0,1.0,1.0,4271.648,24607.61,3181.648,2.0,1.0,41.0
17.0,3.0,1.0,7546.891,40580.246,5274.305,2.0,1.0,42.0
19.0,3.0,1.0,13735.426,52783.903,8189.77,2.0,1.0,42.0
27.0,3.0,1.0,12296.77,49398.711,5568.77,2.0,1.0,42.0
32.0,3.0,1.0,11633.891,50273.175,12882.062,2.0,1.0,42.0
25.0,3.0,1.0,8987.77,44775.418,6038.062,2.0,1.0,42.0
26.0,3.0,1.0,7830.82,50653.711,7717.355,2.0,1.0,42.0
28.0,3.0,1.0,8276.062,47925.66,5665.477,2.0,1.0,42.0
29.0,3.0,1.0,9809.113,49359.246,7879.184,2.0,1.0,42.0
31.0,3.0,1.0,9807.184,43929.246,8173.941,2.0,1.0,42.0
36.0,3.0,1.0,7516.477,34908.368,6704.355,2.0,1.0,42.0
37.0,3.0,1.0,7336.941,35464.711,9506.477,2.0,1.0,42.0
39.0,3.0,1.0,4063.477,23430.903,3181.648,2.0,1.0,42.0
17.0,2.0,1.0,4305.062,38292.489,5274.305,2.0,1.0,43.0
19.0,2.0,1.0,6777.598,45149.539,8189.77,2.0,1.0,43.0
27.0,2.0,1.0,9647.184,46820.953,5568.77,2.0,1.0,43.0
32.0,2.0,1.0,12086.648,48661.832,12882.062,2.0,1.0,43.0
25.0,2.0,1.0,10640.891,44944.125,6038.062,2.0,1.0,43.0
26.0,2.0,1.0,11885.062,48998.711,7717.355,2.0,1.0,43.0
28.0,2.0,1.0,11125.184,44722.953,5665.477,2.0,1.0,43.0
29.0,2.0,1.0,11848.184,49441.66,7879.184,2.0,1.0,43.0
31.0,2.0,1.0,10844.355,40997.418,8173.941,2.0,1.0,43.0
36.0,2.0,1.0,9624.184,30141.882,6704.355,2.0,1.0,43.0
37.0,2.0,1.0,12524.77,37773.418,9506.477,2.0,1.0,43.0
39.0,2.0,1.0,7648.891,28990.368,3181.648,2.0,1.0,43.0
34.0,1.0,1.0,7489.406,31354.832,0.0,1.0,1.0,44.0
42.0,1.0,1.0,3436.698,16227.418,0.0,1.0,1.0,44.0
43.0,1.0,1.0,3913.87,16904.054,0.0,1.0,1.0,44.0
46.0,1.0,1.0,3309.527,20094.903,0.0,1.0,1.0,44.0
33.0,1.0,1.0,10098.941,39685.004,0.0,1.0,1.0,44.0
35.0,1.0,1.0,11237.062,42502.317,0.0,1.0,1.0,44.0
38.0,1.0,1.0,5877.941,26476.882,0.0,1.0,1.0,44.0
45.0,1.0,1.0,4226.113,27181.61,0.0,1.0,1.0,44.0
40.0,1.0,1.0,3394.284,19158.66,0.0,1.0,1.0,44.0
41.0,1.0,1.0,5277.113,21474.589,0.0,1.0,1.0,44.0
44.0,1.0,1.0,3690.113,34259.024,0.0,1.0,1.0,44.0
49.0,1.0,1.0,2242.87,28897.418,0.0,1.0,1.0,44.0
34.0,3.0,1.0,9300.255,44115.589,0.0,1.0,1.0,45.0
42.0,3.0,1.0,11228.012,27585.418,0.0,1.0,1.0,45.0
43.0,3.0,1.0,12052.891,29016.004,0.0,1.0,1.0,45.0
46.0,3.0,1.0,13389.891,28390.296,0.0,1.0,1.0,45.0
33.0,3.0,1.0,12733.406,46160.711,0.0,1.0,1.0,45.0
35.0,3.0,1.0,13067.719,46210.075,0.0,1.0,1.0,45.0
38.0,3.0,1.0,13896.548,33712.246,0.0,1.0,1.0,45.0
45.0,3.0,1.0,11316.305,35508.004,0.0,1.0,1.0,45.0
40.0,3.0,1.0,12119.477,27128.125,0.0,1.0,1.0,45.0
41.0,3.0,1.0,11903.891,32397.246,0.0,1.0,1.0,45.0
44.0,3.0,1.0,14640.305,33076.004,0.0,1.0,1.0,45.0
49.0,3.0,1.0,0.0,32001.125,0.0,1.0,1.0,45.0
34.0,2.0,1.0,6211.77,39150.711,0.0,1.0,1.0,46.0
42.0,2.0,1.0,4273.82,29908.196,0.0,1.0,1.0,46.0
43.0,2.0,1.0,6647.406,24168.832,0.0,1.0,1.0,46.0
46.0,2.0,1.0,5558.648,27578.246,0.0,1.0,1.0,46.0
33.0,2.0,1.0,8331.82,44604.296,0.0,1.0,1.0,46.0
35.0,2.0,1.0,11633.477,46100.66,0.0,1.0,1.0,46.0
38.0,2.0,1.0,6871.477,28968.539,0.0,1.0,1.0,46.0
45.0,2.0,1.0,6847.355,29497.589,0.0,1.0,1.0,46.0
40.0,2.0,1.0,4231.355,27364.196,0.0,1.0,1.0,46.0
41.0,2.0,1.0,2743.648,27838.539,0.0,1.0,1.0,46.0
44.0,2.0,1.0,3589.355,33012.832,0.0,1.0,1.0,46.0
49.0,2.0,1.0,5532.062,34649.832,0.0,1.0,1.0,46.0
34.0,1.0,1.0,11085.598,37187.004,0.0,2.0,1.0,47.0
42.0,1.0,1.0,8997.477,34242.368,0.0,2.0,1.0,47.0
43.0,1.0,1.0,9424.477,31503.539,0.0,2.0,1.0,47.0
46.0,1.0,1.0,4895.82,26520.882,0.0,2.0,1.0,47.0
33.0,1.0,1.0,12649.891,43126.66,0.0,2.0,1.0,47.0
35.0,1.0,1.0,11123.648,44744.246,0.0,2.0,1.0,47.0
38.0,1.0,1.0,6393.77,36596.246,0.0,2.0,1.0,47.0
45.0,1.0,1.0,5848.527,30771.418,0.0,2.0,1.0,47.0
40.0,1.0,1.0,6562.941,25933.589,0.0,2.0,1.0,47.0
41.0,1.0,1.0,5835.648,20383.418,0.0,2.0,1.0,47.0
44.0,1.0,1.0,5598.527,24583.125,0.0,2.0,1.0,47.0
49.0,1.0,1.0,5199.941,25119.539,0.0,2.0,1.0,47.0
34.0,3.0,1.0,16317.598,47096.125,0.0,2.0,1.0,48.0
42.0,3.0,1.0,11949.891,39239.075,0.0,2.0,1.0,48.0
43.0,3.0,1.0,7986.477,33858.832,0.0,2.0,1.0,48.0
46.0,3.0,1.0,7534.648,25956.004,0.0,2.0,1.0,48.0
33.0,3.0,1.0,6318.77,44336.539,0.0,2.0,1.0,48.0
35.0,3.0,1.0,6187.012,42047.953,0.0,2.0,1.0,48.0
38.0,3.0,1.0,7402.477,28846.782,0.0,2.0,1.0,48.0
45.0,3.0,1.0,6533.355,29290.296,0.0,2.0,1.0,48.0
40.0,3.0,1.0,7020.113,31351.418,0.0,2.0,1.0,48.0
41.0,3.0,1.0,6911.648,26856.761,0.0,2.0,1.0,48.0
44.0,3.0,1.0,11236.355,29268.882,0.0,2.0,1.0,48.0
49.0,3.0,1.0,9216.891,27225.953,0.0,2.0,1.0,48.0
34.0,2.0,1.0,7886.355,36547.004,0.0,2.0,1.0,49.0
42.0,2.0,1.0,6923.355,30744.953,0.0,2.0,1.0,49.0
43.0,2.0,1.0,7699.648,29642.539,0.0,2.0,1.0,49.0
46.0,2.0,1.0,4768.698,24886.882,0.0,2.0,1.0,49.0
33.0,2.0,1.0,7860.355,44240.66,0.0,2.0,1.0,49.0
35.0,2.0,1.0,8787.77,44721.66,0.0,2.0,1.0,49.0
38.0,2.0,1.0,7653.648,42955.075,0.0,2.0,1.0,49.0
45.0,2.0,1.0,7893.941,43602.711,0.0,2.0,1.0,49.0
40.0,2.0,1.0,7163.527,33949.175,0.0,2.0,1.0,49.0
41.0,2.0,1.0,8596.77,28128.418,0.0,2.0,1.0,49.0
44.0,2.0,1.0,11049.062,30722.761,0.0,2.0,1.0,49.0
49.0,2.0,1.0,8615.77,29524.66,0.0,2.0,1.0,49.0
4.0,1.0,1.0,8903.82,40058.296,0.0,2.0,2.0,50.0
6.0,1.0,1.0,10412.355,44784.782,0.0,2.0,2.0,50.0
8.0,1.0,1.0,8831.355,39933.953,0.0,2.0,2.0,50.0
9.0,1.0,1.0,7081.82,45614.489,0.0,2.0,2.0,50.0
10.0,1.0,1.0,4543.991,33666.296,0.0,2.0,2.0,50.0
11.0,1.0,1.0,8184.406,36245.418,0.0,2.0,2.0,50.0
12.0,1.0,1.0,12021.891,50838.489,0.0,2.0,2.0,50.0
13.0,1.0,1.0,6239.891,37523.731,0.0,2.0,2.0,50.0
14.0,1.0,1.0,8836.82,46521.368,0.0,2.0,2.0,50.0
15.0,1.0,1.0,8599.82,46341.368,0.0,2.0,2.0,50.0
17.0,1.0,1.0,8077.234,50000.731,0.0,2.0,2.0,50.0
18.0,1.0,1.0,6804.82,38578.761,0.0,2.0,2.0,50.0
4.0,2.0,1.0,6696.648,40672.539,0.0,2.0,2.0,51.0
6.0,2.0,1.0,6832.355,47562.731,0.0,2.0,2.0,51.0
8.0,2.0,1.0,6739.477,43046.953,0.0,2.0,2.0,51.0
9.0,2.0,1.0,9928.355,47537.368,0.0,2.0,2.0,51.0
10.0,2.0,1.0,6101.527,37981.347,0.0,2.0,2.0,51.0
11.0,2.0,1.0,5149.527,39222.004,0.0,2.0,2.0,51.0
12.0,2.0,1.0,9044.77,51773.61,0.0,2.0,2.0,51.0
13.0,2.0,1.0,7212.891,40255.317,0.0,2.0,2.0,51.0
14.0,2.0,1.0,7977.234,48508.075,0.0,2.0,2.0,51.0
15.0,2.0,1.0,6742.941,44469.953,0.0,2.0,2.0,51.0
17.0,2.0,1.0,8356.234,49175.196,0.0,2.0,2.0,51.0
18.0,2.0,1.0,4524.82,39136.125,0.0,2.0,2.0,51.0
19.0,1.0,1.0,10270.355,28478.66,0.0,2.0,2.0,52.0
20.0,1.0,1.0,4847.941,35842.439,0.0,2.0,2.0,52.0
21.0,1.0,1.0,9509.234,45257.368,0.0,2.0,2.0,52.0
22.0,1.0,1.0,7703.648,33676.681,0.0,2.0,2.0,52.0
23.0,1.0,1.0,9394.355,32927.903,0.0,2.0,2.0,52.0
24.0,1.0,1.0,10434.355,29441.66,0.0,2.0,2.0,52.0
25.0,1.0,1.0,9698.184,25902.489,0.0,2.0,2.0,52.0
26.0,1.0,1.0,7120.77,26397.56,0.0,2.0,2.0,52.0
27.0,1.0,1.0,6555.598,21708.61,0.0,2.0,2.0,52.0
28.0,1.0,1.0,6980.648,25280.125,0.0,2.0,2.0,52.0
29.0,1.0,1.0,4629.82,25339.903,0.0,2.0,2.0,52.0
19.0,2.0,1.0,9422.355,37659.489,0.0,2.0,2.0,53.0
20.0,2.0,1.0,7334.941,36279.731,0.0,2.0,2.0,53.0
21.0,2.0,1.0,11473.648,50924.368,0.0,2.0,2.0,53.0
22.0,2.0,1.0,5363.062,40731.267,0.0,2.0,2.0,53.0
23.0,2.0,1.0,8414.062,41918.196,0.0,2.0,2.0,53.0
24.0,2.0,1.0,7786.82,36557.368,0.0,2.0,2.0,53.0
25.0,2.0,1.0,5646.234,33895.246,0.0,2.0,2.0,53.0
26.0,2.0,1.0,5781.184,28337.903,0.0,2.0,2.0,53.0
27.0,2.0,1.0,4680.477,30398.317,0.0,2.0,2.0,53.0
28.0,2.0,1.0,4494.82,37234.246,0.0,2.0,2.0,53.0
29.0,2.0,1.0,3850.355,40434.146,0.0,2.0,2.0,53.0
30.0,1.0,1.0,5268.648,24909.004,0.0,2.0,2.0,54.0
31.0,1.0,1.0,9415.648,36872.317,0.0,2.0,2.0,54.0
32.0,1.0,1.0,4068.991,25690.832,0.0,2.0,2.0,54.0
33.0,1.0,1.0,7997.527,34177.711,0.0,2.0,2.0,54.0
34.0,1.0,1.0,11018.234,39830.296,0.0,2.0,2.0,54.0
35.0,1.0,1.0,4526.649,52662.782,0.0,2.0,2.0,54.0
36.0,1.0,1.0,7931.234,46672.125,0.0,2.0,2.0,54.0
37.0,1.0,1.0,10651.527,35606.468,0.0,2.0,2.0,54.0
38.0,1.0,1.0,8860.062,36564.539,0.0,2.0,2.0,54.0
39.0,1.0,1.0,8541.648,40138.489,0.0,2.0,2.0,54.0
40.0,1.0,1.0,7049.648,33207.539,0.0,2.0,2.0,54.0
41.0,1.0,1.0,4042.406,22717.468,0.0,2.0,2.0,54.0
42.0,1.0,1.0,9117.234,43178.489,0.0,2.0,2.0,55.0
43.0,1.0,1.0,8062.527,38986.832,0.0,2.0,2.0,55.0
44.0,1.0,1.0,6705.648,40059.711,0.0,2.0,2.0,55.0
45.0,1.0,1.0,8261.648,45983.539,0.0,2.0,2.0,55.0
46.0,1.0,1.0,5473.82,43868.246,0.0,2.0,2.0,55.0
47.0,1.0,1.0,8989.355,49729.782,0.0,2.0,2.0,55.0
48.0,1.0,1.0,8954.062,52158.146,0.0,2.0,2.0,55.0
49.0,1.0,1.0,6035.577,38936.175,0.0,2.0,2.0,55.0
50.0,1.0,1.0,10233.77,34842.125,0.0,2.0,2.0,55.0
51.0,1.0,1.0,13641.062,43018.539,0.0,2.0,2.0,55.0
52.0,1.0,1.0,10978.355,27836.832,0.0,2.0,2.0,55.0
53.0,1.0,1.0,9444.012,25844.024,0.0,2.0,2.0,55.0
30.0,2.0,1.0,6902.991,27746.004,0.0,2.0,2.0,56.0
31.0,2.0,1.0,11311.012,41225.61,0.0,2.0,2.0,56.0
32.0,2.0,1.0,4688.648,23769.539,0.0,2.0,2.0,56.0
33.0,2.0,1.0,7877.477,35198.004,0.0,2.0,2.0,56.0
34.0,2.0,1.0,6325.527,39618.004,0.0,2.0,2.0,56.0
35.0,2.0,1.0,11655.004,49768.539,0.0,2.0,2.0,56.0
36.0,2.0,1.0,9480.477,46986.782,0.0,2.0,2.0,56.0
37.0,2.0,1.0,11447.891,41148.468,0.0,2.0,2.0,56.0
38.0,2.0,1.0,9522.012,38672.075,0.0,2.0,2.0,56.0
39.0,2.0,1.0,10113.184,40657.125,0.0,2.0,2.0,56.0
40.0,2.0,1.0,8739.477,36686.539,0.0,2.0,2.0,56.0
41.0,2.0,1.0,5325.113,24874.64,0.0,2.0,2.0,56.0
42.0,2.0,1.0,0.0,47700.61,0.0,2.0,2.0,57.0
43.0,2.0,1.0,0.0,38894.125,0.0,2.0,2.0,57.0
44.0,2.0,1.0,0.0,39664.539,0.0,2.0,2.0,57.0
45.0,2.0,1.0,0.0,50821.903,0.0,2.0,2.0,57.0
46.0,2.0,1.0,0.0,39181.711,0.0,2.0,2.0,57.0
47.0,2.0,1.0,0.0,46473.075,0.0,2.0,2.0,57.0
48.0,2.0,1.0,0.0,48163.075,0.0,2.0,2.0,57.0
49.0,2.0,1.0,12223.912,40336.468,0.0,2.0,2.0,57.0
50.0,2.0,1.0,17403.296,51584.61,0.0,2.0,2.0,57.0
51.0,2.0,1.0,33200.439,45636.368,0.0,2.0,2.0,57.0
52.0,2.0,1.0,18599.225,33745.832,0.0,2.0,2.0,57.0
53.0,2.0,1.0,16092.045,32037.903,0.0,2.0,2.0,57.0
